model,sample_id,turn,focus_rate,focus_n,answer_ok_rate,answer_ok_n,trunc_rate,trunc_n
blip2,39,16,,0,1.0,1,0.0,1
blip2,39,17,,0,1.0,1,0.0,1
blip2,39,18,,0,1.0,1,0.0,1
blip2,39,19,,0,1.0,1,0.0,1
blip2,39,20,,0,1.0,1,0.0,1
blip2,40,1,,0,1.0,1,0.0,1
blip2,40,2,,0,1.0,1,0.0,1
blip2,40,3,,0,1.0,1,0.0,1
blip2,40,4,,0,1.0,1,0.0,1
blip2,40,5,,0,1.0,1,0.0,1
blip2,40,6,,0,1.0,1,0.0,1
blip2,40,7,,0,1.0,1,0.0,1
blip2,40,8,,0,1.0,1,0.0,1
blip2,40,9,,0,1.0,1,0.0,1
blip2,40,10,,0,1.0,1,0.0,1
blip2,40,11,,0,1.0,1,0.0,1
blip2,40,12,,0,1.0,1,0.0,1
blip2,40,13,,0,1.0,1,0.0,1
blip2,40,14,,0,1.0,1,0.0,1
blip2,40,15,,0,1.0,1,0.0,1
blip2,40,16,,0,1.0,1,0.0,1
blip2,40,17,,0,1.0,1,0.0,1
blip2,40,18,,0,1.0,1,0.0,1
blip2,41,1,,0,1.0,1,0.0,1
blip2,41,2,,0,1.0,1,0.0,1
blip2,41,3,,0,1.0,1,0.0,1
blip2,41,4,,0,1.0,1,0.0,1
blip2,41,5,,0,1.0,1,0.0,1
blip2,41,6,,0,1.0,1,0.0,1
blip2,41,7,,0,1.0,1,0.0,1
blip2,41,8,,0,1.0,1,0.0,1
blip2,41,9,,0,1.0,1,0.0,1
blip2,41,10,,0,1.0,1,0.0,1
blip2,41,11,,0,1.0,1,0.0,1
blip2,41,12,,0,1.0,1,0.0,1
blip2,41,13,,0,1.0,1,0.0,1
blip2,41,14,,0,1.0,1,0.0,1
blip2,41,15,,0,1.0,1,0.0,1
blip2,41,16,,0,1.0,1,0.0,1
blip2,42,1,,0,1.0,1,0.0,1
blip2,42,2,,0,1.0,1,0.0,1
blip2,42,3,,0,1.0,1,0.0,1
blip2,42,4,,0,0.0,1,0.0,1
blip2,42,5,,0,1.0,1,0.0,1
blip2,42,6,,0,1.0,1,0.0,1
blip2,42,7,,0,1.0,1,0.0,1
blip2,42,8,,0,1.0,1,0.0,1
blip2,42,9,,0,1.0,1,0.0,1
blip2,42,10,,0,1.0,1,0.0,1
blip2,42,11,,0,1.0,1,0.0,1
blip2,42,12,,0,1.0,1,0.0,1
blip2,42,13,,0,1.0,1,0.0,1
blip2,42,14,,0,1.0,1,0.0,1
blip2,42,15,,0,1.0,1,0.0,1
blip2,42,16,,0,1.0,1,0.0,1
blip2,42,17,,0,1.0,1,0.0,1
blip2,42,18,,0,1.0,1,0.0,1
blip2,42,19,,0,1.0,1,0.0,1
blip2,43,1,,0,1.0,1,0.0,1
blip2,43,2,,0,1.0,1,0.0,1
blip2,43,3,,0,1.0,1,0.0,1
blip2,43,4,,0,1.0,1,0.0,1
blip2,43,5,,0,1.0,1,0.0,1
blip2,43,6,,0,1.0,1,0.0,1
blip2,43,7,,0,1.0,1,0.0,1
blip2,43,8,,0,1.0,1,0.0,1
blip2,43,9,,0,1.0,1,0.0,1
blip2,43,10,,0,1.0,1,0.0,1
blip2,43,11,,0,1.0,1,0.0,1
blip2,43,12,,0,1.0,1,0.0,1
blip2,43,13,,0,1.0,1,0.0,1
blip2,43,14,,0,1.0,1,0.0,1
blip2,43,15,,0,1.0,1,0.0,1
blip2,43,16,,0,1.0,1,0.0,1
blip2,44,1,,0,1.0,1,0.0,1
blip2,44,2,,0,1.0,1,0.0,1
blip2,44,3,,0,1.0,1,0.0,1
blip2,44,4,,0,1.0,1,0.0,1
blip2,44,5,,0,1.0,1,0.0,1
blip2,44,6,,0,1.0,1,0.0,1
blip2,44,7,,0,1.0,1,0.0,1
blip2,44,8,,0,1.0,1,0.0,1
blip2,44,9,,0,1.0,1,0.0,1
blip2,44,10,,0,1.0,1,0.0,1
blip2,45,1,,0,1.0,1,0.0,1
blip2,45,2,,0,1.0,1,0.0,1
blip2,45,3,,0,1.0,1,0.0,1
blip2,45,4,,0,1.0,1,0.0,1
blip2,45,5,,0,1.0,1,0.0,1
blip2,45,6,,0,1.0,1,0.0,1
blip2,45,7,,0,1.0,1,0.0,1
blip2,45,8,,0,1.0,1,0.0,1
blip2,45,9,,0,1.0,1,0.0,1
blip2,45,10,,0,1.0,1,0.0,1
blip2,45,11,,0,1.0,1,0.0,1
blip2,45,12,,0,1.0,1,0.0,1
blip2,45,13,,0,1.0,1,0.0,1
blip2,46,1,,0,1.0,1,0.0,1
blip2,46,2,,0,1.0,1,0.0,1
blip2,46,3,,0,1.0,1,0.0,1
blip2,46,4,,0,1.0,1,0.0,1
blip2,46,5,,0,1.0,1,0.0,1
blip2,47,1,,0,1.0,1,0.0,1
blip2,47,2,,0,1.0,1,0.0,1
blip2,47,3,,0,1.0,1,0.0,1
blip2,47,4,,0,1.0,1,0.0,1
blip2,47,5,,0,1.0,1,0.0,1
blip2,47,6,,0,1.0,1,0.0,1
blip2,47,7,,0,1.0,1,0.0,1
blip2,47,8,,0,1.0,1,0.0,1
blip2,47,9,,0,1.0,1,0.0,1
blip2,47,10,,0,1.0,1,0.0,1
blip2,48,1,,0,1.0,1,0.0,1
blip2,48,2,,0,1.0,1,0.0,1
blip2,48,3,,0,1.0,1,0.0,1
blip2,48,4,,0,1.0,1,0.0,1
blip2,48,5,,0,1.0,1,0.0,1
blip2,48,6,,0,1.0,1,0.0,1
blip2,48,7,,0,1.0,1,0.0,1
blip2,48,8,,0,1.0,1,0.0,1
blip2,48,9,,0,1.0,1,0.0,1
blip2,48,10,,0,1.0,1,0.0,1
blip2,48,11,,0,1.0,1,0.0,1
blip2,48,12,,0,1.0,1,0.0,1
blip2,48,13,,0,1.0,1,0.0,1
blip2,48,14,,0,1.0,1,0.0,1
blip2,48,15,,0,1.0,1,0.0,1
blip2,48,16,,0,1.0,1,0.0,1
blip2,48,17,,0,1.0,1,0.0,1
blip2,48,18,,0,1.0,1,0.0,1
blip2,48,19,,0,1.0,1,0.0,1
blip2,49,1,,0,1.0,1,0.0,1
blip2,49,2,,0,1.0,1,0.0,1
blip2,49,3,,0,1.0,1,0.0,1
blip2,49,4,,0,1.0,1,0.0,1
blip2,49,5,,0,1.0,1,0.0,1
blip2,49,6,,0,1.0,1,0.0,1
blip2,49,7,,0,1.0,1,0.0,1
blip2,49,8,,0,1.0,1,0.0,1
blip2,49,9,,0,1.0,1,0.0,1
blip2,49,10,,0,1.0,1,0.0,1
blip2,49,11,,0,1.0,1,0.0,1
blip2,49,12,,0,1.0,1,0.0,1
blip2,49,13,,0,1.0,1,0.0,1
blip2,49,14,,0,1.0,1,0.0,1
blip2,49,15,,0,1.0,1,0.0,1
blip2,49,16,,0,1.0,1,0.0,1
blip2,49,17,,0,1.0,1,0.0,1
blip2,49,18,,0,1.0,1,0.0,1
blip2,49,19,,0,1.0,1,0.0,1
blip2,49,20,,0,1.0,1,0.0,1
blip2,50,1,,0,1.0,1,0.0,1
blip2,50,2,,0,1.0,1,0.0,1
blip2,50,3,,0,1.0,1,0.0,1
blip2,50,4,,0,1.0,1,0.0,1
blip2,50,5,,0,1.0,1,0.0,1
blip2,50,6,,0,1.0,1,0.0,1
blip2,50,7,,0,1.0,1,0.0,1
blip2,50,8,,0,1.0,1,0.0,1
blip2,50,9,,0,1.0,1,0.0,1
blip2,50,10,,0,1.0,1,0.0,1
blip2,51,1,,0,1.0,1,0.0,1
blip2,51,2,,0,1.0,1,0.0,1
blip2,51,3,,0,1.0,1,0.0,1
blip2,51,4,,0,1.0,1,0.0,1
blip2,51,5,,0,1.0,1,0.0,1
blip2,51,6,,0,1.0,1,0.0,1
blip2,51,7,,0,1.0,1,0.0,1
blip2,51,8,,0,1.0,1,0.0,1
blip2,51,9,,0,1.0,1,0.0,1
blip2,51,10,,0,1.0,1,0.0,1
blip2,51,11,,0,1.0,1,0.0,1
blip2,51,12,,0,1.0,1,0.0,1
blip2,51,13,,0,1.0,1,0.0,1
blip2,51,14,,0,1.0,1,0.0,1
blip2,51,15,,0,1.0,1,0.0,1
blip2,51,16,,0,1.0,1,0.0,1
blip2,52,1,,0,1.0,1,0.0,1
blip2,52,2,,0,1.0,1,0.0,1
blip2,52,3,,0,1.0,1,0.0,1
blip2,52,4,,0,1.0,1,0.0,1
blip2,52,5,,0,1.0,1,0.0,1
blip2,52,6,,0,1.0,1,0.0,1
blip2,52,7,,0,1.0,1,0.0,1
blip2,52,8,,0,1.0,1,0.0,1
blip2,52,9,,0,1.0,1,0.0,1
blip2,52,10,,0,1.0,1,0.0,1
blip2,52,11,,0,1.0,1,0.0,1
blip2,52,12,,0,1.0,1,0.0,1
blip2,52,13,,0,1.0,1,0.0,1
blip2,52,14,,0,1.0,1,0.0,1
blip2,53,1,,0,1.0,1,0.0,1
blip2,53,2,,0,1.0,1,0.0,1
blip2,53,3,,0,1.0,1,0.0,1
blip2,53,4,,0,1.0,1,0.0,1
blip2,53,5,,0,1.0,1,0.0,1
blip2,53,6,,0,1.0,1,0.0,1
blip2,53,7,,0,1.0,1,0.0,1
blip2,53,8,,0,1.0,1,0.0,1
blip2,53,9,,0,1.0,1,0.0,1
blip2,53,10,,0,1.0,1,0.0,1
blip2,54,1,,0,1.0,1,0.0,1
blip2,54,2,,0,1.0,1,0.0,1
blip2,54,3,,0,1.0,1,0.0,1
blip2,54,4,,0,1.0,1,0.0,1
blip2,54,5,,0,1.0,1,0.0,1
blip2,54,6,,0,1.0,1,0.0,1
blip2,54,7,,0,1.0,1,0.0,1
blip2,54,8,,0,1.0,1,0.0,1
blip2,54,9,,0,1.0,1,0.0,1
blip2,54,10,,0,1.0,1,0.0,1
blip2,54,11,,0,1.0,1,0.0,1
blip2,54,12,,0,1.0,1,0.0,1
blip2,54,13,,0,1.0,1,0.0,1
blip2,54,14,,0,1.0,1,0.0,1
blip2,54,15,,0,1.0,1,0.0,1
blip2,55,1,,0,1.0,1,0.0,1
blip2,55,2,,0,1.0,1,0.0,1
blip2,55,3,,0,1.0,1,0.0,1
blip2,55,4,,0,1.0,1,0.0,1
blip2,55,5,,0,1.0,1,0.0,1
blip2,55,6,,0,1.0,1,0.0,1
blip2,55,7,,0,1.0,1,0.0,1
blip2,55,8,,0,1.0,1,0.0,1
blip2,55,9,,0,1.0,1,0.0,1
blip2,55,10,,0,1.0,1,0.0,1
blip2,55,11,,0,1.0,1,0.0,1
blip2,55,12,,0,1.0,1,0.0,1
blip2,55,13,,0,1.0,1,0.0,1
blip2,55,14,,0,1.0,1,0.0,1
blip2,55,15,,0,1.0,1,0.0,1
blip2,55,16,,0,1.0,1,0.0,1
blip2,55,17,,0,1.0,1,0.0,1
blip2,55,18,,0,1.0,1,0.0,1
blip2,55,19,,0,1.0,1,0.0,1
blip2,56,1,,0,1.0,1,0.0,1
blip2,56,2,,0,1.0,1,0.0,1
blip2,56,3,,0,1.0,1,0.0,1
blip2,56,4,,0,1.0,1,0.0,1
blip2,56,5,,0,1.0,1,0.0,1
blip2,56,6,,0,1.0,1,0.0,1
blip2,56,7,,0,1.0,1,0.0,1
blip2,56,8,,0,1.0,1,0.0,1
blip2,56,9,,0,1.0,1,0.0,1
blip2,56,10,,0,1.0,1,0.0,1
blip2,56,11,,0,1.0,1,0.0,1
blip2,56,12,,0,1.0,1,0.0,1
blip2,56,13,,0,1.0,1,0.0,1
blip2,56,14,,0,1.0,1,0.0,1
blip2,56,15,,0,1.0,1,0.0,1
blip2,56,16,,0,1.0,1,0.0,1
blip2,56,17,,0,1.0,1,0.0,1
blip2,56,18,,0,1.0,1,0.0,1
blip2,56,19,,0,1.0,1,0.0,1
blip2,56,20,,0,1.0,1,0.0,1
blip2,57,1,,0,1.0,1,0.0,1
blip2,57,2,,0,1.0,1,0.0,1
blip2,57,3,,0,1.0,1,0.0,1
blip2,57,4,,0,1.0,1,0.0,1
blip2,57,5,,0,1.0,1,0.0,1
blip2,57,6,,0,1.0,1,0.0,1
blip2,57,7,,0,1.0,1,0.0,1
blip2,57,8,,0,1.0,1,0.0,1
blip2,57,9,,0,1.0,1,0.0,1
blip2,57,10,,0,1.0,1,0.0,1
blip2,57,11,,0,1.0,1,0.0,1
blip2,57,12,,0,1.0,1,0.0,1
blip2,58,1,,0,1.0,1,0.0,1
blip2,58,2,,0,1.0,1,0.0,1
blip2,58,3,,0,1.0,1,0.0,1
blip2,58,4,,0,1.0,1,0.0,1
blip2,58,5,,0,1.0,1,0.0,1
blip2,58,6,,0,1.0,1,0.0,1
blip2,58,7,,0,0.0,1,0.0,1
blip2,58,8,,0,1.0,1,0.0,1
blip2,58,9,,0,1.0,1,0.0,1
blip2,58,10,,0,1.0,1,0.0,1
blip2,58,11,,0,1.0,1,0.0,1
blip2,58,12,,0,1.0,1,0.0,1
blip2,58,13,,0,1.0,1,0.0,1
blip2,58,14,,0,1.0,1,0.0,1
blip2,58,15,,0,1.0,1,0.0,1
blip2,58,16,,0,1.0,1,0.0,1
blip2,58,17,,0,1.0,1,0.0,1
blip2,58,18,,0,1.0,1,0.0,1
blip2,58,19,,0,1.0,1,0.0,1
blip2,58,20,,0,1.0,1,0.0,1
blip2,59,1,,0,1.0,1,0.0,1
blip2,59,2,,0,1.0,1,0.0,1
blip2,59,3,,0,1.0,1,0.0,1
blip2,59,4,,0,1.0,1,0.0,1
blip2,59,5,,0,1.0,1,0.0,1
blip2,59,6,,0,1.0,1,0.0,1
blip2,59,7,,0,1.0,1,0.0,1
blip2,59,8,,0,1.0,1,0.0,1
blip2,59,9,,0,1.0,1,0.0,1
blip2,59,10,,0,1.0,1,0.0,1
blip2,59,11,,0,1.0,1,0.0,1
blip2,59,12,,0,1.0,1,0.0,1
blip2,59,13,,0,1.0,1,0.0,1
blip2,59,14,,0,1.0,1,0.0,1
blip2,59,15,,0,1.0,1,0.0,1
blip2,59,16,,0,1.0,1,0.0,1
blip2,60,1,,0,1.0,1,0.0,1
blip2,60,2,,0,1.0,1,0.0,1
blip2,60,3,,0,1.0,1,0.0,1
blip2,60,4,,0,1.0,1,0.0,1
blip2,60,5,,0,1.0,1,0.0,1
blip2,60,6,,0,1.0,1,0.0,1
blip2,60,7,,0,1.0,1,0.0,1
blip2,60,8,,0,1.0,1,0.0,1
blip2,60,9,,0,1.0,1,0.0,1
blip2,60,10,,0,1.0,1,0.0,1
blip2,60,11,,0,1.0,1,0.0,1
blip2,60,12,,0,1.0,1,0.0,1
blip2,60,13,,0,1.0,1,0.0,1
blip2,60,14,,0,1.0,1,0.0,1
blip2,60,15,,0,1.0,1,0.0,1
blip2,60,16,,0,1.0,1,0.0,1
blip2,61,1,,0,1.0,1,0.0,1
blip2,61,2,,0,1.0,1,0.0,1
blip2,61,3,,0,1.0,1,0.0,1
blip2,61,4,,0,1.0,1,0.0,1
blip2,61,5,,0,1.0,1,0.0,1
blip2,61,6,,0,1.0,1,0.0,1
blip2,61,7,,0,1.0,1,0.0,1
blip2,61,8,,0,1.0,1,0.0,1
blip2,61,9,,0,1.0,1,0.0,1
blip2,61,10,,0,1.0,1,0.0,1
blip2,61,11,,0,1.0,1,0.0,1
blip2,61,12,,0,1.0,1,0.0,1
blip2,61,13,,0,1.0,1,0.0,1
blip2,61,14,,0,1.0,1,0.0,1
blip2,61,15,,0,1.0,1,0.0,1
blip2,61,16,,0,1.0,1,0.0,1
blip2,62,1,,0,1.0,1,0.0,1
blip2,62,2,,0,1.0,1,0.0,1
blip2,62,3,,0,1.0,1,0.0,1
blip2,62,4,,0,1.0,1,0.0,1
blip2,62,5,,0,1.0,1,0.0,1
blip2,62,6,,0,1.0,1,0.0,1
blip2,62,7,,0,1.0,1,0.0,1
blip2,62,8,,0,1.0,1,0.0,1
blip2,63,1,,0,1.0,1,0.0,1
blip2,63,2,,0,1.0,1,0.0,1
blip2,63,3,,0,1.0,1,0.0,1
blip2,63,4,,0,1.0,1,0.0,1
blip2,63,5,,0,1.0,1,0.0,1
blip2,63,6,,0,1.0,1,0.0,1
blip2,63,7,,0,1.0,1,0.0,1
blip2,63,8,,0,1.0,1,0.0,1
blip2,63,9,,0,1.0,1,0.0,1
blip2,63,10,,0,1.0,1,0.0,1
blip2,63,11,,0,1.0,1,0.0,1
blip2,63,12,,0,1.0,1,0.0,1
blip2,63,13,,0,1.0,1,0.0,1
blip2,63,14,,0,1.0,1,0.0,1
blip2,63,15,,0,1.0,1,0.0,1
blip2,63,16,,0,1.0,1,0.0,1
blip2,64,1,,0,1.0,1,0.0,1
blip2,64,2,,0,1.0,1,0.0,1
blip2,64,3,,0,1.0,1,0.0,1
blip2,64,4,,0,1.0,1,0.0,1
blip2,64,5,,0,1.0,1,0.0,1
blip2,64,6,,0,1.0,1,0.0,1
blip2,64,7,,0,1.0,1,0.0,1
blip2,65,1,,0,1.0,1,0.0,1
blip2,65,2,,0,1.0,1,0.0,1
blip2,65,3,,0,1.0,1,0.0,1
blip2,65,4,,0,1.0,1,0.0,1
blip2,65,5,,0,1.0,1,0.0,1
blip2,65,6,,0,1.0,1,0.0,1
blip2,65,7,,0,1.0,1,0.0,1
blip2,66,1,,0,1.0,1,0.0,1
blip2,66,2,,0,1.0,1,0.0,1
blip2,66,3,,0,1.0,1,0.0,1
blip2,66,4,,0,1.0,1,0.0,1
blip2,66,5,,0,1.0,1,0.0,1
blip2,66,6,,0,1.0,1,0.0,1
blip2,66,7,,0,1.0,1,0.0,1
blip2,66,8,,0,1.0,1,0.0,1
blip2,66,9,,0,0.0,1,0.0,1
blip2,66,10,,0,1.0,1,0.0,1
blip2,67,1,,0,1.0,1,0.0,1
blip2,67,2,,0,1.0,1,0.0,1
blip2,67,3,,0,1.0,1,0.0,1
blip2,67,4,,0,1.0,1,0.0,1
blip2,67,5,,0,1.0,1,0.0,1
blip2,67,6,,0,1.0,1,0.0,1
blip2,67,7,,0,1.0,1,0.0,1
blip2,67,8,,0,1.0,1,0.0,1
blip2,67,9,,0,1.0,1,0.0,1
blip2,67,10,,0,1.0,1,0.0,1
blip2,67,11,,0,1.0,1,0.0,1
blip2,67,12,,0,1.0,1,0.0,1
blip2,67,13,,0,1.0,1,0.0,1
blip2,67,14,,0,1.0,1,0.0,1
blip2,67,15,,0,1.0,1,0.0,1
blip2,68,1,,0,0.0,1,0.0,1
blip2,68,2,,0,1.0,1,0.0,1
blip2,68,3,,0,1.0,1,0.0,1
blip2,68,4,,0,1.0,1,0.0,1
blip2,68,5,,0,1.0,1,0.0,1
blip2,68,6,,0,1.0,1,0.0,1
blip2,68,7,,0,1.0,1,0.0,1
blip2,69,1,,0,1.0,1,0.0,1
blip2,69,2,,0,1.0,1,0.0,1
blip2,69,3,,0,1.0,1,0.0,1
blip2,69,4,,0,1.0,1,0.0,1
blip2,69,5,,0,1.0,1,0.0,1
blip2,69,6,,0,1.0,1,0.0,1
blip2,69,7,,0,1.0,1,0.0,1
blip2,69,8,,0,1.0,1,0.0,1
blip2,70,1,,0,1.0,1,0.0,1
blip2,70,2,,0,1.0,1,0.0,1
blip2,70,3,,0,1.0,1,0.0,1
blip2,70,4,,0,1.0,1,0.0,1
blip2,70,5,,0,1.0,1,0.0,1
blip2,70,6,,0,1.0,1,0.0,1
blip2,70,7,,0,1.0,1,0.0,1
blip2,70,8,,0,1.0,1,0.0,1
blip2,70,9,,0,1.0,1,0.0,1
blip2,70,10,,0,1.0,1,0.0,1
blip2,70,11,,0,1.0,1,0.0,1
blip2,70,12,,0,1.0,1,0.0,1
blip2,70,13,,0,1.0,1,0.0,1
blip2,70,14,,0,1.0,1,0.0,1
blip2,71,1,,0,1.0,1,0.0,1
blip2,71,2,,0,1.0,1,0.0,1
blip2,71,3,,0,1.0,1,0.0,1
blip2,71,4,,0,1.0,1,0.0,1
blip2,71,5,,0,1.0,1,0.0,1
blip2,71,6,,0,1.0,1,0.0,1
blip2,71,7,,0,1.0,1,0.0,1
blip2,71,8,,0,1.0,1,0.0,1
blip2,71,9,,0,1.0,1,0.0,1
blip2,71,10,,0,1.0,1,0.0,1
blip2,71,11,,0,1.0,1,0.0,1
blip2,71,12,,0,1.0,1,0.0,1
blip2,71,13,,0,1.0,1,0.0,1
blip2,71,14,,0,1.0,1,0.0,1
blip2,71,15,,0,1.0,1,0.0,1
blip2,72,1,,0,1.0,1,0.0,1
blip2,72,2,,0,1.0,1,0.0,1
blip2,72,3,,0,1.0,1,0.0,1
blip2,72,4,,0,1.0,1,0.0,1
blip2,72,5,,0,1.0,1,0.0,1
blip2,72,6,,0,1.0,1,0.0,1
blip2,72,7,,0,1.0,1,0.0,1
blip2,72,8,,0,1.0,1,0.0,1
blip2,72,9,,0,1.0,1,0.0,1
blip2,72,10,,0,1.0,1,0.0,1
blip2,72,11,,0,1.0,1,0.0,1
blip2,72,12,,0,1.0,1,0.0,1
blip2,72,13,,0,1.0,1,0.0,1
blip2,72,14,,0,1.0,1,0.0,1
blip2,72,15,,0,1.0,1,0.0,1
blip2,72,16,,0,1.0,1,0.0,1
blip2,73,1,,0,1.0,1,0.0,1
blip2,73,2,,0,1.0,1,0.0,1
blip2,73,3,,0,1.0,1,0.0,1
blip2,73,4,,0,1.0,1,0.0,1
blip2,73,5,,0,1.0,1,0.0,1
blip2,73,6,,0,1.0,1,0.0,1
blip2,73,7,,0,1.0,1,0.0,1
blip2,74,1,,0,1.0,1,0.0,1
blip2,74,2,,0,1.0,1,0.0,1
blip2,74,3,,0,1.0,1,0.0,1
blip2,74,4,,0,1.0,1,0.0,1
blip2,74,5,,0,1.0,1,0.0,1
blip2,74,6,,0,1.0,1,0.0,1
blip2,74,7,,0,1.0,1,0.0,1
blip2,74,8,,0,1.0,1,0.0,1
blip2,74,9,,0,1.0,1,0.0,1
blip2,74,10,,0,1.0,1,0.0,1
blip2,74,11,,0,1.0,1,0.0,1
blip2,74,12,,0,1.0,1,0.0,1
blip2,74,13,,0,1.0,1,0.0,1
blip2,74,14,,0,1.0,1,0.0,1
blip2,74,15,,0,1.0,1,0.0,1
blip2,74,16,,0,1.0,1,0.0,1
blip2,74,17,,0,1.0,1,0.0,1
blip2,74,18,,0,1.0,1,0.0,1
blip2,74,19,,0,1.0,1,0.0,1
blip2,74,20,,0,1.0,1,0.0,1
blip2,75,1,,0,1.0,1,0.0,1
blip2,75,2,,0,1.0,1,0.0,1
blip2,75,3,,0,1.0,1,0.0,1
blip2,75,4,,0,1.0,1,0.0,1
blip2,75,5,,0,1.0,1,0.0,1
blip2,75,6,,0,1.0,1,0.0,1
blip2,75,7,,0,1.0,1,0.0,1
blip2,75,8,,0,1.0,1,0.0,1
blip2,75,9,,0,1.0,1,0.0,1
blip2,75,10,,0,1.0,1,0.0,1
blip2,75,11,,0,1.0,1,0.0,1
blip2,75,12,,0,1.0,1,0.0,1
blip2,75,13,,0,1.0,1,0.0,1
blip2,75,14,,0,1.0,1,0.0,1
blip2,75,15,,0,1.0,1,0.0,1
blip2,76,1,,0,1.0,1,0.0,1
blip2,76,2,,0,1.0,1,0.0,1
blip2,76,3,,0,1.0,1,0.0,1
blip2,76,4,,0,1.0,1,0.0,1
blip2,76,5,,0,1.0,1,0.0,1
blip2,76,6,,0,1.0,1,0.0,1
blip2,76,7,,0,1.0,1,0.0,1
blip2,76,8,,0,1.0,1,0.0,1
blip2,76,9,,0,1.0,1,0.0,1
blip2,76,10,,0,1.0,1,0.0,1
blip2,76,11,,0,1.0,1,0.0,1
blip2,76,12,,0,1.0,1,0.0,1
blip2,76,13,,0,1.0,1,0.0,1
blip2,76,14,,0,1.0,1,0.0,1
blip2,76,15,,0,1.0,1,0.0,1
blip2,76,16,,0,1.0,1,0.0,1
blip2,76,17,,0,1.0,1,0.0,1
blip2,76,18,,0,1.0,1,0.0,1
blip2,76,19,,0,1.0,1,0.0,1
blip2,76,20,,0,1.0,1,0.0,1
blip2,77,1,,0,1.0,1,0.0,1
blip2,77,2,,0,1.0,1,0.0,1
blip2,77,3,,0,1.0,1,0.0,1
blip2,77,4,,0,1.0,1,0.0,1
blip2,77,5,,0,1.0,1,0.0,1
blip2,77,6,,0,1.0,1,0.0,1
blip2,77,7,,0,1.0,1,0.0,1
blip2,77,8,,0,1.0,1,0.0,1
blip2,77,9,,0,1.0,1,0.0,1
blip2,77,10,,0,1.0,1,0.0,1
blip2,77,11,,0,1.0,1,0.0,1
blip2,77,12,,0,1.0,1,0.0,1
blip2,77,13,,0,0.0,1,0.0,1
blip2,77,14,,0,1.0,1,0.0,1
blip2,77,15,,0,1.0,1,0.0,1
blip2,77,16,,0,1.0,1,0.0,1
blip2,77,17,,0,1.0,1,0.0,1
blip2,78,1,,0,1.0,1,0.0,1
blip2,78,2,,0,1.0,1,0.0,1
blip2,78,3,,0,1.0,1,0.0,1
blip2,78,4,,0,1.0,1,0.0,1
blip2,78,5,,0,1.0,1,0.0,1
blip2,78,6,,0,1.0,1,0.0,1
blip2,78,7,,0,1.0,1,0.0,1
blip2,78,8,,0,1.0,1,0.0,1
blip2,78,9,,0,1.0,1,0.0,1
blip2,78,10,,0,1.0,1,0.0,1
blip2,78,11,,0,1.0,1,0.0,1
blip2,78,12,,0,1.0,1,0.0,1
blip2,78,13,,0,1.0,1,0.0,1
blip2,78,14,,0,1.0,1,0.0,1
blip2,78,15,,0,1.0,1,0.0,1
blip2,78,16,,0,1.0,1,0.0,1
blip2,78,17,,0,1.0,1,0.0,1
blip2,78,18,,0,1.0,1,0.0,1
blip2,78,19,,0,1.0,1,0.0,1
blip2,78,20,,0,1.0,1,0.0,1
blip2,79,1,,0,1.0,1,0.0,1
blip2,79,2,,0,1.0,1,0.0,1
blip2,79,3,,0,1.0,1,0.0,1
blip2,79,4,,0,1.0,1,0.0,1
blip2,79,5,,0,1.0,1,0.0,1
blip2,79,6,,0,1.0,1,0.0,1
blip2,79,7,,0,1.0,1,0.0,1
blip2,79,8,,0,1.0,1,0.0,1
blip2,79,9,,0,1.0,1,0.0,1
blip2,79,10,,0,1.0,1,0.0,1
blip2,79,11,,0,1.0,1,0.0,1
blip2,79,12,,0,1.0,1,0.0,1
blip2,79,13,,0,1.0,1,0.0,1
blip2,79,14,,0,1.0,1,0.0,1
blip2,79,15,,0,1.0,1,0.0,1
blip2,79,16,,0,1.0,1,0.0,1
blip2,79,17,,0,1.0,1,0.0,1
blip2,79,18,,0,1.0,1,0.0,1
blip2,79,19,,0,1.0,1,0.0,1
blip2,79,20,,0,1.0,1,0.0,1
blip2,80,1,,0,1.0,1,0.0,1
blip2,80,2,,0,1.0,1,0.0,1
blip2,80,3,,0,1.0,1,0.0,1
blip2,80,4,,0,1.0,1,0.0,1
blip2,80,5,,0,1.0,1,0.0,1
blip2,80,6,,0,1.0,1,0.0,1
blip2,80,7,,0,1.0,1,0.0,1
blip2,81,1,,0,1.0,1,0.0,1
blip2,81,2,,0,1.0,1,0.0,1
blip2,81,3,,0,1.0,1,0.0,1
blip2,81,4,,0,1.0,1,0.0,1
blip2,81,5,,0,1.0,1,0.0,1
blip2,81,6,,0,1.0,1,0.0,1
blip2,81,7,,0,1.0,1,0.0,1
blip2,81,8,,0,1.0,1,0.0,1
blip2,81,9,,0,1.0,1,0.0,1
blip2,81,10,,0,1.0,1,0.0,1
blip2,81,11,,0,1.0,1,0.0,1
blip2,81,12,,0,1.0,1,0.0,1
blip2,81,13,,0,1.0,1,0.0,1
blip2,81,14,,0,1.0,1,0.0,1
blip2,81,15,,0,1.0,1,0.0,1
blip2,81,16,,0,1.0,1,0.0,1
blip2,81,17,,0,1.0,1,0.0,1
blip2,81,18,,0,1.0,1,0.0,1
blip2,81,19,,0,1.0,1,0.0,1
blip2,81,20,,0,1.0,1,0.0,1
blip2,82,1,,0,1.0,1,0.0,1
blip2,82,2,,0,1.0,1,0.0,1
