model	sample_id	image_id	turn	k	ok
blip2	39	2	19	4	0
blip2	39	2	20	5	0
blip2	39	3	7	0	1
blip2	39	3	8	1	0
blip2	39	3	9	2	0
blip2	39	3	16	3	0
blip2	39	3	17	4	0
blip2	39	3	18	5	0
blip2	39	4	10	0	1
blip2	39	4	11	1	0
blip2	39	4	12	2	1
blip2	39	4	16	3	0
blip2	39	4	19	4	0
blip2	39	4	20	5	0
blip2	39	5	13	0	0
blip2	39	5	14	1	0
blip2	39	5	15	2	0
blip2	39	5	17	3	0
blip2	39	5	20	4	0
blip2	40	1	1	0	0
blip2	40	1	2	1	0
blip2	40	1	16	2	0
blip2	40	1	17	3	0
blip2	40	1	18	4	0
blip2	40	2	3	0	1
blip2	40	2	4	1	0
blip2	40	2	5	2	0
blip2	40	2	15	3	0
blip2	40	2	17	4	0
blip2	40	2	19	5	0
blip2	40	2	20	6	0
blip2	40	3	6	0	0
blip2	40	3	7	1	0
blip2	40	3	8	2	0
blip2	40	3	15	3	0
blip2	40	3	18	4	0
blip2	40	4	9	0	0
blip2	40	4	10	1	0
blip2	40	4	11	2	0
blip2	40	4	15	3	0
blip2	40	4	16	4	0
blip2	40	4	17	5	0
blip2	40	4	18	6	0
blip2	40	4	19	7	0
blip2	40	4	20	8	0
blip2	40	5	12	0	1
blip2	40	5	13	1	1
blip2	40	5	14	2	0
blip2	40	5	15	3	0
blip2	40	5	17	4	0
blip2	40	5	18	5	0
blip2	40	5	20	6	0
blip2	41	1	1	0	0
blip2	41	1	2	1	1
blip2	41	1	3	2	0
blip2	41	1	7	3	0
blip2	41	1	8	4	0
blip2	41	1	9	5	0
blip2	41	1	10	6	0
blip2	41	1	11	7	0
blip2	41	1	12	8	0
blip2	41	1	13	9	0
blip2	41	1	14	10	0
blip2	41	1	15	11	0
blip2	41	1	16	12	0
blip2	41	2	4	0	0
blip2	41	2	5	1	0
blip2	41	2	6	2	0
blip2	41	2	7	3	0
blip2	41	2	8	4	0
blip2	41	2	9	5	0
blip2	41	2	10	6	0
blip2	41	2	11	7	0
blip2	41	2	12	8	0
blip2	41	2	13	9	0
blip2	41	2	14	10	0
blip2	41	2	15	11	0
blip2	41	2	16	12	0
blip2	42	1	1	0	0
blip2	42	1	2	1	0
blip2	42	1	3	2	0
blip2	42	1	5	3	0
blip2	42	1	6	4	0
blip2	42	1	7	5	0
blip2	42	1	8	6	0
blip2	42	1	9	7	0
blip2	42	1	10	8	0
blip2	42	1	11	9	0
blip2	42	1	12	10	0
blip2	42	1	13	11	0
blip2	42	1	14	12	0
blip2	42	1	15	13	0
blip2	42	1	16	14	0
blip2	42	1	17	15	0
blip2	42	1	18	16	0
blip2	42	1	19	17	0
blip2	42	2	4	0	1
blip2	42	2	5	1	0
blip2	42	2	6	2	0
blip2	42	2	7	3	0
blip2	42	2	8	4	0
blip2	42	2	9	5	0
blip2	42	2	10	6	0
blip2	42	2	11	7	0
blip2	42	2	12	8	0
blip2	42	2	13	9	0
blip2	42	2	14	10	0
blip2	42	2	15	11	0
blip2	42	2	16	12	0
blip2	42	2	17	13	0
blip2	42	2	18	14	0
blip2	42	2	19	15	0
blip2	43	1	1	0	0
blip2	43	1	2	1	1
blip2	43	1	3	2	0
blip2	43	1	7	3	0
blip2	43	1	8	4	0
blip2	43	1	9	5	1
blip2	43	1	10	6	0
blip2	43	1	11	7	0
blip2	43	1	12	8	0
blip2	43	1	13	9	0
blip2	43	1	14	10	1
blip2	43	1	15	11	0
blip2	43	1	16	12	0
blip2	43	2	4	0	0
blip2	43	2	5	1	0
blip2	43	2	6	2	0
blip2	43	2	7	3	0
blip2	43	2	8	4	0
blip2	43	2	9	5	1
blip2	43	2	10	6	0
blip2	43	2	11	7	0
blip2	43	2	12	8	0
blip2	43	2	13	9	0
blip2	43	2	14	10	1
blip2	43	2	15	11	0
blip2	43	2	16	12	0
blip2	44	1	1	0	0
blip2	44	1	2	1	0
blip2	44	1	3	2	0
blip2	44	1	4	3	0
blip2	44	1	5	4	0
blip2	44	1	6	5	0
blip2	44	1	7	6	0
blip2	44	1	8	7	0
blip2	44	1	9	8	0
blip2	44	1	10	9	1
blip2	44	2	1	0	0
blip2	44	2	2	1	0
blip2	44	2	3	2	0
blip2	44	2	4	3	0
blip2	44	2	5	4	0
blip2	44	2	6	5	0
blip2	44	2	7	6	0
blip2	44	2	8	7	0
blip2	44	2	9	8	0
blip2	44	2	10	9	1
blip2	44	3	1	0	0
blip2	44	3	2	1	0
blip2	44	3	3	2	0
blip2	44	3	4	3	0
blip2	44	3	5	4	0
blip2	44	3	6	5	0
blip2	44	3	7	6	0
blip2	44	3	8	7	0
blip2	44	3	9	8	0
blip2	44	3	10	9	1
blip2	45	1	1	0	1
blip2	45	1	2	1	1
blip2	45	1	3	2	1
blip2	45	1	13	3	0
blip2	45	2	4	0	1
blip2	45	2	5	1	0
blip2	45	2	6	2	0
blip2	45	2	13	3	0
blip2	45	3	7	0	1
blip2	45	3	8	1	1
blip2	45	3	9	2	0
blip2	45	3	13	3	0
blip2	45	4	10	0	0
blip2	45	4	11	1	0
blip2	45	4	12	2	0
blip2	45	4	13	3	0
blip2	46	1	1	0	0
blip2	46	1	2	1	0
blip2	46	1	3	2	0
blip2	46	1	4	3	0
blip2	46	1	5	4	0
blip2	46	2	1	0	0
blip2	46	2	2	1	0
blip2	46	2	3	2	0
blip2	46	2	4	3	0
blip2	46	2	5	4	0
blip2	46	3	1	0	0
blip2	46	3	2	1	0
blip2	46	3	3	2	0
blip2	46	3	4	3	0
blip2	46	3	5	4	0
blip2	46	4	1	0	0
blip2	46	4	2	1	0
blip2	46	4	3	2	0
blip2	46	4	4	3	0
blip2	46	4	5	4	0
blip2	47	1	1	0	0
blip2	47	1	2	1	0
blip2	47	1	3	2	0
blip2	47	1	7	3	1
blip2	47	1	8	4	0
blip2	47	1	9	5	0
blip2	47	1	10	6	0
blip2	47	2	4	0	0
blip2	47	2	5	1	0
blip2	47	2	6	2	0
blip2	47	2	7	3	1
blip2	47	2	8	4	0
blip2	47	2	9	5	0
blip2	47	2	10	6	0
blip2	48	1	1	0	0
blip2	48	1	2	1	1
blip2	48	1	3	2	0
blip2	48	1	10	3	0
blip2	48	1	11	4	0
blip2	48	1	12	5	0
blip2	48	1	13	6	0
blip2	48	1	14	7	0
blip2	48	1	15	8	0
blip2	48	1	16	9	0
blip2	48	1	17	10	0
blip2	48	1	18	11	0
blip2	48	1	19	12	0
blip2	48	2	4	0	0
blip2	48	2	5	1	0
blip2	48	2	6	2	0
blip2	48	2	10	3	0
blip2	48	2	11	4	0
blip2	48	2	12	5	0
blip2	48	2	13	6	0
blip2	48	2	14	7	0
blip2	48	2	15	8	0
blip2	48	2	16	9	0
blip2	48	2	17	10	0
blip2	48	2	18	11	0
blip2	48	2	19	12	0
blip2	48	3	7	0	0
blip2	48	3	8	1	0
blip2	48	3	9	2	0
blip2	48	3	10	3	0
blip2	48	3	11	4	0
blip2	48	3	12	5	0
blip2	48	3	13	6	0
blip2	48	3	14	7	0
blip2	48	3	15	8	0
blip2	48	3	16	9	0
blip2	48	3	17	10	0
blip2	48	3	18	11	0
blip2	48	3	19	12	0
blip2	49	1	1	0	1
blip2	49	1	2	1	0
blip2	49	1	3	2	1
blip2	49	1	13	3	0
blip2	49	1	14	4	0
blip2	49	1	15	5	0
blip2	49	1	16	6	0
blip2	49	1	18	7	0
blip2	49	1	20	8	0
blip2	49	2	4	0	0
blip2	49	2	5	1	0
blip2	49	2	6	2	0
blip2	49	2	13	3	0
blip2	49	2	14	4	0
blip2	49	2	16	5	0
blip2	49	2	17	6	0
blip2	49	2	18	7	0
blip2	49	2	19	8	0
blip2	49	3	7	0	0
blip2	49	3	8	1	0
blip2	49	3	9	2	0
blip2	49	3	13	3	0
blip2	49	3	15	4	0
blip2	49	3	16	5	0
blip2	49	3	20	6	0
blip2	49	4	10	0	0
blip2	49	4	11	1	0
blip2	49	4	12	2	1
blip2	49	4	13	3	0
blip2	49	4	15	4	0
blip2	49	4	17	5	0
blip2	49	4	19	6	0
blip2	50	1	1	0	0
blip2	50	1	2	1	0
blip2	50	1	3	2	0
blip2	50	1	4	3	0
blip2	50	1	5	4	1
blip2	50	1	6	5	0
blip2	50	1	7	6	0
blip2	50	1	8	7	0
blip2	50	1	9	8	0
blip2	50	1	10	9	1
blip2	50	2	1	0	0
blip2	50	2	2	1	0
blip2	50	2	3	2	0
blip2	50	2	4	3	0
blip2	50	2	5	4	1
blip2	50	2	6	5	0
blip2	50	2	7	6	0
blip2	50	2	8	7	0
blip2	50	2	9	8	0
blip2	50	2	10	9	1
blip2	51	1	1	0	0
blip2	51	1	2	1	0
blip2	51	1	3	2	0
blip2	51	1	7	3	0
blip2	51	1	8	4	0
blip2	51	1	9	5	0
blip2	51	1	10	6	0
blip2	51	1	11	7	0
blip2	51	1	12	8	0
blip2	51	1	13	9	1
blip2	51	1	14	10	0
blip2	51	1	15	11	0
blip2	51	1	16	12	0
blip2	51	2	4	0	1
blip2	51	2	5	1	0
blip2	51	2	6	2	1
blip2	51	2	7	3	0
blip2	51	2	8	4	0
blip2	51	2	9	5	0
blip2	51	2	10	6	0
blip2	51	2	11	7	0
blip2	51	2	12	8	0
blip2	51	2	13	9	1
blip2	51	2	14	10	0
blip2	51	2	15	11	0
blip2	51	2	16	12	0
blip2	52	1	1	0	1
blip2	52	1	2	1	1
blip2	52	1	3	2	0
blip2	52	1	5	3	0
blip2	52	1	6	4	0
blip2	52	1	7	5	0
blip2	52	1	8	6	0
blip2	52	1	9	7	0
blip2	52	1	10	8	1
blip2	52	1	11	9	0
blip2	52	1	12	10	0
blip2	52	1	13	11	0
blip2	52	1	14	12	0
blip2	52	2	4	0	1
blip2	52	2	5	1	0
blip2	52	2	6	2	0
blip2	52	2	7	3	0
blip2	52	2	8	4	0
blip2	52	2	9	5	0
blip2	52	2	10	6	1
blip2	52	2	11	7	0
blip2	52	2	12	8	0
blip2	52	2	13	9	0
blip2	52	2	14	10	0
blip2	53	1	1	0	0
blip2	53	1	2	1	0
blip2	53	1	3	2	1
blip2	53	1	4	3	0
blip2	53	1	5	4	0
blip2	53	1	6	5	1
blip2	53	1	7	6	0
blip2	53	1	8	7	0
blip2	53	1	9	8	1
blip2	53	1	10	9	1
blip2	53	2	1	0	0
blip2	53	2	2	1	0
blip2	53	2	3	2	1
blip2	53	2	4	3	0
blip2	53	2	5	4	0
blip2	53	2	6	5	1
blip2	53	2	7	6	0
blip2	53	2	8	7	0
blip2	53	2	9	8	1
blip2	53	2	10	9	1
blip2	54	1	1	0	0
blip2	54	1	2	1	0
blip2	54	1	3	2	0
blip2	54	1	7	3	0
blip2	54	1	8	4	0
blip2	54	1	9	5	0
blip2	54	1	10	6	0
blip2	54	1	11	7	0
blip2	54	1	12	8	1
blip2	54	1	13	9	0
blip2	54	1	14	10	0
blip2	54	1	15	11	0
blip2	54	2	4	0	0
blip2	54	2	5	1	0
blip2	54	2	6	2	0
blip2	54	2	7	3	0
blip2	54	2	8	4	0
blip2	54	2	9	5	0
blip2	54	2	10	6	0
blip2	54	2	11	7	0
blip2	54	2	12	8	1
blip2	54	2	13	9	0
blip2	54	2	14	10	0
blip2	54	2	15	11	0
blip2	55	1	1	0	0
blip2	55	1	2	1	1
blip2	55	1	3	2	0
blip2	55	1	10	3	0
blip2	55	1	11	4	0
blip2	55	1	12	5	0
blip2	55	1	13	6	0
blip2	55	1	14	7	1
blip2	55	1	15	8	0
blip2	55	1	16	9	0
blip2	55	1	17	10	1
blip2	55	1	18	11	0
blip2	55	2	4	0	1
blip2	55	2	5	1	1
blip2	55	2	6	2	0
blip2	55	2	10	3	0
blip2	55	2	11	4	0
blip2	55	2	12	5	0
blip2	55	2	13	6	0
blip2	55	2	14	7	1
blip2	55	2	15	8	0
blip2	55	2	16	9	0
blip2	55	2	17	10	1
blip2	55	2	18	11	0
blip2	55	3	7	0	0
blip2	55	3	8	1	1
blip2	55	3	9	2	0
blip2	55	3	10	3	0
blip2	55	3	11	4	0
blip2	55	3	12	5	0
blip2	55	3	13	6	0
blip2	55	3	14	7	1
blip2	55	3	15	8	0
blip2	55	3	16	9	0
blip2	55	3	17	10	1
blip2	55	3	18	11	0
blip2	56	1	1	0	1
blip2	56	1	2	1	0
blip2	56	1	3	2	1
blip2	56	1	16	3	0
blip2	56	1	18	4	0
blip2	56	1	19	5	0
blip2	56	2	4	0	0
blip2	56	2	5	1	1
blip2	56	2	6	2	0
blip2	56	2	17	3	0
blip2	56	2	18	4	0
blip2	56	2	19	5	0
blip2	56	3	7	0	1
blip2	56	3	8	1	0
blip2	56	3	9	2	1
blip2	56	3	16	3	0
blip2	56	3	18	4	0
blip2	56	3	20	5	0
blip2	56	4	10	0	0
blip2	56	4	11	1	1
blip2	56	4	12	2	0
blip2	56	4	17	3	0
blip2	56	4	18	4	0
blip2	56	4	20	5	0
blip2	56	5	13	0	0
blip2	56	5	14	1	0
blip2	56	5	15	2	1
blip2	56	5	16	3	0
blip2	56	5	18	4	0
blip2	56	5	19	5	0
blip2	57	1	1	0	1
blip2	57	1	2	1	1
blip2	57	1	3	2	0
blip2	57	1	12	3	1
blip2	57	2	4	0	1
blip2	57	2	5	1	1
blip2	57	2	6	2	1
blip2	57	2	10	3	0
blip2	57	2	11	4	0
blip2	57	2	12	5	1
blip2	57	3	7	0	1
blip2	57	3	8	1	1
blip2	57	3	9	2	1
blip2	57	3	10	3	0
blip2	57	3	11	4	0
blip2	57	3	12	5	1
blip2	58	1	1	0	0
blip2	58	1	2	1	0
blip2	58	1	3	2	0
blip2	58	1	13	3	0
blip2	58	1	15	4	0
blip2	58	1	16	5	0
blip2	58	1	17	6	0
blip2	58	1	18	7	0
blip2	58	1	20	8	0
blip2	58	2	4	0	0
blip2	58	2	5	1	0
blip2	58	2	6	2	0
blip2	58	2	13	3	0
blip2	58	2	14	4	0
blip2	58	2	15	5	0
blip2	58	2	16	6	0
blip2	58	2	17	7	0
blip2	58	2	19	8	0
blip2	58	3	7	0	0
blip2	58	3	8	1	0
blip2	58	3	9	2	0
blip2	58	3	13	3	0
blip2	58	3	14	4	0
blip2	58	3	15	5	0
blip2	58	3	16	6	0
blip2	58	3	17	7	0
blip2	58	3	19	8	0
blip2	58	4	10	0	1
blip2	58	4	11	1	0
blip2	58	4	12	2	0
blip2	58	4	13	3	0
blip2	58	4	15	4	0
blip2	58	4	16	5	0
blip2	58	4	17	6	0
blip2	58	4	18	7	0
blip2	58	4	20	8	0
blip2	59	1	1	0	0
blip2	59	1	2	1	1
blip2	59	1	3	2	1
blip2	59	1	7	3	0
blip2	59	1	8	4	0
blip2	59	1	9	5	0
blip2	59	1	10	6	1
blip2	59	1	11	7	0
blip2	59	1	12	8	0
blip2	59	1	13	9	0
blip2	59	1	14	10	0
blip2	59	1	15	11	1
blip2	59	1	16	12	0
blip2	59	2	4	0	0
blip2	59	2	5	1	1
blip2	59	2	6	2	1
blip2	59	2	7	3	0
blip2	59	2	8	4	0
blip2	59	2	9	5	0
blip2	59	2	10	6	1
blip2	59	2	11	7	0
blip2	59	2	12	8	0
blip2	59	2	13	9	0
blip2	59	2	14	10	0
blip2	59	2	15	11	1
blip2	59	2	16	12	0
blip2	60	1	1	0	0
blip2	60	1	2	1	1
blip2	60	1	3	2	0
blip2	60	1	7	3	0
blip2	60	1	8	4	0
blip2	60	1	9	5	1
blip2	60	1	10	6	0
blip2	60	1	11	7	1
blip2	60	1	12	8	1
blip2	60	1	13	9	0
blip2	60	1	14	10	1
blip2	60	1	15	11	0
blip2	60	1	16	12	1
blip2	60	2	4	0	0
blip2	60	2	5	1	0
blip2	60	2	6	2	0
blip2	60	2	7	3	0
blip2	60	2	8	4	0
blip2	60	2	9	5	1
blip2	60	2	10	6	0
blip2	60	2	11	7	1
blip2	60	2	12	8	1
blip2	60	2	13	9	0
blip2	60	2	14	10	1
blip2	60	2	15	11	0
blip2	60	2	16	12	1
blip2	61	1	1	0	0
blip2	61	1	2	1	0
blip2	61	1	3	2	1
blip2	61	1	7	3	0
blip2	61	1	8	4	0
blip2	61	1	9	5	1
blip2	61	1	10	6	0
blip2	61	1	11	7	0
blip2	61	1	12	8	1
blip2	61	1	13	9	0
blip2	61	1	14	10	1
blip2	61	1	15	11	0
blip2	61	1	16	12	0
blip2	61	2	4	0	1
blip2	61	2	5	1	0
blip2	61	2	6	2	0
blip2	61	2	7	3	0
blip2	61	2	8	4	0
blip2	61	2	9	5	1
blip2	61	2	10	6	0
blip2	61	2	11	7	0
blip2	61	2	12	8	1
blip2	61	2	13	9	0
blip2	61	2	14	10	1
blip2	61	2	15	11	0
blip2	61	2	16	12	0
blip2	62	1	1	0	0
blip2	62	1	3	1	0
blip2	62	1	4	2	0
blip2	62	1	5	3	0
blip2	62	1	6	4	0
blip2	62	1	8	5	0
blip2	62	2	2	0	0
blip2	62	2	3	1	0
blip2	62	2	4	2	0
blip2	62	2	5	3	0
blip2	62	2	6	4	0
blip2	62	2	7	5	0
blip2	62	2	8	6	0
blip2	62	3	1	0	0
blip2	62	3	3	1	0
blip2	62	3	4	2	0
blip2	62	3	5	3	0
blip2	62	3	6	4	0
blip2	62	3	8	5	0
blip2	62	4	2	0	0
blip2	62	4	3	1	0
blip2	62	4	4	2	0
blip2	62	4	5	3	0
blip2	62	4	6	4	0
blip2	62	4	7	5	0
blip2	62	4	8	6	0
blip2	63	1	1	0	0
blip2	63	1	2	1	1
blip2	63	1	3	2	1
blip2	63	1	7	3	0
blip2	63	1	8	4	0
blip2	63	1	9	5	0
blip2	63	1	10	6	0
blip2	63	1	11	7	0
blip2	63	1	12	8	0
blip2	63	1	13	9	0
blip2	63	1	14	10	0
blip2	63	1	15	11	0
blip2	63	1	16	12	0
blip2	63	2	4	0	1
blip2	63	2	5	1	1
blip2	63	2	6	2	1
blip2	63	2	7	3	0
blip2	63	2	8	4	0
blip2	63	2	9	5	0
blip2	63	2	10	6	0
blip2	63	2	11	7	0
blip2	63	2	13	8	0
blip2	63	2	14	9	0
blip2	63	2	15	10	0
blip2	63	2	16	11	0
blip2	64	1	1	0	0
blip2	64	1	5	1	0
blip2	64	1	7	2	0
blip2	64	2	1	0	0
blip2	64	2	3	1	0
blip2	64	2	6	2	0
blip2	64	3	2	0	0
blip2	64	3	4	1	0
blip2	64	3	5	2	0
blip2	64	4	2	0	0
blip2	64	4	4	1	0
blip2	64	4	5	2	0
blip2	64	5	1	0	0
blip2	64	5	3	1	0
blip2	64	5	6	2	0
blip2	64	5	7	3	0
blip2	65	1	1	0	0
blip2	65	1	2	1	0
blip2	65	1	3	2	0
blip2	65	1	7	3	0
blip2	65	2	4	0	1
blip2	65	2	5	1	0
blip2	65	2	6	2	0
blip2	65	2	7	3	0
blip2	66	1	1	0	0
blip2	66	1	2	1	0
blip2	66	1	5	2	0
blip2	66	1	7	3	0
blip2	66	1	8	4	0
blip2	66	1	10	5	1
blip2	66	2	1	0	0
blip2	66	2	3	1	0
blip2	66	2	4	2	0
blip2	66	2	6	3	1
blip2	66	2	7	4	0
blip2	66	2	9	5	0
blip2	66	3	2	0	0
blip2	66	3	3	1	0
blip2	66	3	4	2	0
blip2	66	3	5	3	0
blip2	66	3	6	4	1
blip2	66	3	10	5	1
blip2	66	4	1	0	0
blip2	66	4	3	1	0
blip2	66	4	6	2	1
blip2	66	4	8	3	0
blip2	66	4	9	4	0
blip2	66	5	2	0	0
blip2	66	5	4	1	0
blip2	66	5	5	2	0
blip2	66	5	7	3	0
blip2	66	5	8	4	0
blip2	66	5	9	5	0
blip2	66	5	10	6	1
blip2	67	1	1	0	0
blip2	67	1	2	1	0
blip2	67	1	3	2	1
blip2	67	1	6	3	0
blip2	67	1	7	4	0
blip2	67	1	8	5	1
blip2	67	1	9	6	0
blip2	67	1	10	7	0
blip2	67	1	11	8	0
blip2	67	1	12	9	0
blip2	67	1	13	10	0
blip2	67	1	14	11	0
blip2	67	1	15	12	0
blip2	67	2	4	0	1
blip2	67	2	5	1	0
blip2	67	2	6	2	0
blip2	67	2	7	3	0
blip2	67	2	8	4	1
blip2	67	2	9	5	0
blip2	67	2	10	6	0
blip2	67	2	11	7	0
blip2	67	2	12	8	0
blip2	67	2	13	9	0
blip2	67	2	14	10	0
blip2	67	2	15	11	0
blip2	68	1	1	0	0
blip2	68	1	2	1	0
blip2	68	1	3	2	0
blip2	68	1	6	3	0
blip2	68	1	7	4	0
blip2	68	1	8	5	1
blip2	68	1	9	6	0
blip2	68	1	10	7	0
blip2	68	1	11	8	0
blip2	68	1	12	9	0
blip2	68	1	13	10	0
blip2	68	1	14	11	0
blip2	68	1	15	12	0
blip2	68	2	4	0	1
blip2	68	2	5	1	0
blip2	68	2	6	2	0
blip2	68	2	7	3	0
blip2	68	2	8	4	1
blip2	68	2	9	5	0
blip2	68	2	10	6	0
blip2	68	2	11	7	0
blip2	68	2	12	8	0
blip2	68	2	13	9	0
blip2	68	2	14	10	0
blip2	68	2	15	11	0
blip2	69	1	1	0	0
blip2	69	1	2	1	0
blip2	69	1	3	2	0
blip2	69	1	4	3	0
blip2	69	1	5	4	0
blip2	69	1	6	5	0
blip2	69	1	7	6	0
blip2	69	1	8	7	0
blip2	69	2	1	0	0
blip2	69	2	2	1	0
blip2	69	2	3	2	0
blip2	69	2	4	3	0
blip2	69	2	5	4	0
blip2	69	2	6	5	0
blip2	69	2	7	6	0
blip2	69	2	8	7	0
blip2	70	1	1	0	0
blip2	70	1	5	1	0
blip2	70	1	6	2	1
blip2	70	1	7	3	0
blip2	70	1	8	4	0
blip2	70	1	9	5	0
blip2	70	1	10	6	0
blip2	70	1	11	7	0
blip2	70	1	12	8	0
blip2	70	1	13	9	0
blip2	70	1	14	10	0
blip2	70	2	2	0	0
blip2	70	2	3	1	0
blip2	70	2	4	2	0
blip2	70	2	5	3	0
blip2	70	2	6	4	1
blip2	70	2	7	5	0
blip2	70	2	8	6	0
blip2	70	2	9	7	0
blip2	70	2	10	8	0
blip2	70	2	11	9	0
blip2	70	2	12	10	0
blip2	70	2	13	11	0
blip2	70	2	14	12	0
blip2	71	1	1	0	0
blip2	71	1	2	1	0
blip2	71	1	3	2	0
blip2	71	1	7	3	0
blip2	71	1	8	4	0
blip2	71	1	9	5	0
blip2	71	1	10	6	0
blip2	71	1	11	7	0
blip2	71	1	12	8	0
blip2	71	1	13	9	1
blip2	71	1	14	10	0
blip2	71	1	15	11	0
blip2	71	2	4	0	1
blip2	71	2	5	1	0
blip2	71	2	6	2	0
blip2	71	2	7	3	0
blip2	71	2	8	4	0
blip2	71	2	9	5	0
blip2	71	2	10	6	0
blip2	71	2	11	7	0
blip2	71	2	12	8	0
blip2	71	2	13	9	1
blip2	71	2	14	10	0
blip2	71	2	15	11	0
blip2	72	1	1	0	0
blip2	72	1	2	1	0
blip2	72	1	3	2	0
blip2	72	1	7	3	0
blip2	72	1	8	4	0
blip2	72	1	9	5	0
blip2	72	1	10	6	0
blip2	72	1	11	7	0
blip2	72	1	12	8	0
blip2	72	1	13	9	1
blip2	72	1	14	10	0
blip2	72	1	15	11	0
blip2	72	1	16	12	0
blip2	72	2	4	0	0
blip2	72	2	5	1	0
blip2	72	2	6	2	0
blip2	72	2	7	3	0
blip2	72	2	8	4	0
blip2	72	2	9	5	0
blip2	72	2	10	6	0
blip2	72	2	11	7	0
blip2	72	2	12	8	0
blip2	72	2	13	9	1
blip2	72	2	14	10	0
blip2	72	2	15	11	0
blip2	72	2	16	12	0
blip2	73	1	1	0	0
blip2	73	1	2	1	0
blip2	73	1	3	2	0
blip2	73	1	4	3	0
blip2	73	1	5	4	0
blip2	73	1	6	5	0
blip2	73	1	7	6	0
blip2	73	2	1	0	0
blip2	73	2	2	1	0
blip2	73	2	3	2	0
blip2	73	2	4	3	0
blip2	73	2	5	4	0
blip2	73	2	6	5	0
blip2	73	2	7	6	0
blip2	73	3	1	0	0
blip2	73	3	2	1	0
blip2	73	3	3	2	0
blip2	73	3	4	3	0
blip2	73	3	5	4	0
blip2	73	3	6	5	0
blip2	73	3	7	6	0
blip2	73	4	1	0	0
blip2	73	4	2	1	0
blip2	73	4	3	2	0
blip2	73	4	4	3	0
blip2	73	4	5	4	0
blip2	73	4	6	5	0
blip2	73	4	7	6	0
blip2	74	1	1	0	0
blip2	74	1	2	1	1
blip2	74	1	3	2	0
blip2	74	1	16	3	0
blip2	74	1	17	4	0
blip2	74	1	18	5	0
blip2	74	1	19	6	0
blip2	74	2	4	0	0
blip2	74	2	5	1	1
blip2	74	2	6	2	0
blip2	74	2	16	3	0
blip2	74	2	20	4	0
blip2	74	3	7	0	1
blip2	74	3	8	1	0
blip2	74	3	9	2	1
blip2	74	3	16	3	0
blip2	74	3	17	4	0
blip2	74	3	20	5	0
blip2	74	4	10	0	1
blip2	74	4	11	1	0
blip2	74	4	12	2	1
blip2	74	4	19	3	0
blip2	74	4	20	4	0
blip2	74	5	13	0	0
blip2	74	5	14	1	0
blip2	74	5	15	2	0
blip2	74	5	17	3	0
blip2	74	5	18	4	0
blip2	74	5	19	5	0
blip2	75	1	1	0	1
blip2	75	1	2	1	0
blip2	75	1	3	2	0
blip2	75	1	7	3	0
blip2	75	1	8	4	0
blip2	75	1	9	5	0
blip2	75	1	10	6	0
blip2	75	1	11	7	0
blip2	75	1	12	8	0
blip2	75	1	13	9	0
blip2	75	1	14	10	1
blip2	75	1	15	11	0
blip2	75	2	4	0	1
blip2	75	2	5	1	1
blip2	75	2	6	2	0
blip2	75	2	7	3	0
blip2	75	2	8	4	0
blip2	75	2	9	5	0
blip2	75	2	10	6	0
blip2	75	2	11	7	0
blip2	75	2	12	8	0
blip2	75	2	13	9	0
blip2	75	2	14	10	1
blip2	75	2	15	11	0
blip2	76	1	1	0	1
blip2	76	1	2	1	0
blip2	76	1	3	2	0
blip2	76	1	12	3	0
blip2	76	1	14	4	0
blip2	76	1	15	5	1
blip2	76	1	17	6	0
blip2	76	1	19	7	0
blip2	76	1	20	8	0
blip2	76	2	4	0	0
blip2	76	2	5	1	1
blip2	76	2	12	2	0
blip2	76	2	13	3	0
blip2	76	2	14	4	0
blip2	76	2	16	5	0
blip2	76	2	17	6	0
blip2	76	2	18	7	0
blip2	76	2	19	8	0
blip2	76	3	6	0	0
blip2	76	3	7	1	0
blip2	76	3	8	2	0
blip2	76	3	12	3	0
blip2	76	3	14	4	0
blip2	76	3	15	5	1
blip2	76	3	19	6	0
blip2	76	3	20	7	0
blip2	76	4	9	0	0
blip2	76	4	10	1	0
blip2	76	4	11	2	1
blip2	76	4	12	3	0
blip2	76	4	13	4	0
blip2	76	4	14	5	0
blip2	76	4	16	6	0
blip2	76	4	17	7	0
blip2	76	4	18	8	0
blip2	76	4	19	9	0
blip2	76	4	20	10	0
blip2	77	1	1	0	1
blip2	77	1	2	1	1
blip2	77	1	3	2	1
blip2	77	1	10	3	0
blip2	77	1	11	4	1
blip2	77	1	12	5	0
blip2	77	1	13	6	0
blip2	77	1	14	7	1
blip2	77	1	15	8	1
blip2	77	1	16	9	0
blip2	77	2	4	0	1
blip2	77	2	5	1	0
blip2	77	2	6	2	1
blip2	77	2	10	3	0
blip2	77	2	11	4	1
blip2	77	2	12	5	0
blip2	77	2	13	6	0
blip2	77	2	14	7	1
blip2	77	2	15	8	1
blip2	77	2	16	9	0
blip2	77	3	7	0	0
blip2	77	3	8	1	1
blip2	77	3	9	2	1
blip2	77	3	10	3	0
blip2	77	3	11	4	1
blip2	77	3	12	5	0
blip2	77	3	13	6	0
blip2	77	3	14	7	1
blip2	77	3	15	8	1
blip2	77	3	16	9	0
blip2	78	1	1	0	0
blip2	78	1	2	1	1
blip2	78	1	3	2	0
blip2	78	1	7	3	0
blip2	78	1	8	4	1
blip2	78	1	9	5	0
