model	sample_id	image_id	turn	delta	ok
llava	26	1	5	4	1
llava	26	1	6	5	1
llava	26	1	7	6	0
llava	26	1	8	7	0
llava	26	1	9	8	0
llava	26	1	10	9	0
llava	26	1	11	10	0
llava	26	1	12	11	0
llava	26	1	13	12	0
llava	27	1	1	0	1
llava	27	1	2	1	0
llava	27	1	3	2	0
llava	27	1	4	3	1
llava	27	1	5	4	1
llava	27	1	6	5	1
llava	27	1	7	6	0
llava	27	1	8	7	0
llava	27	1	9	8	1
llava	27	1	10	9	0
llava	27	1	11	10	1
llava	27	1	12	11	0
llava	27	1	13	12	1
llava	27	1	14	13	0
llava	27	1	15	14	0
llava	27	1	16	15	0
llava	27	1	17	16	0
llava	27	1	18	17	1
llava	28	1	1	0	0
llava	28	1	2	1	0
llava	28	1	3	2	0
llava	28	1	4	3	0
llava	28	1	5	4	1
llava	28	1	6	5	1
llava	28	1	7	6	0
llava	28	1	8	7	1
llava	28	1	9	8	1
llava	28	1	10	9	1
llava	28	1	11	10	0
llava	28	1	12	11	1
llava	28	1	13	12	1
llava	28	1	14	13	1
llava	28	1	15	14	1
llava	28	1	16	15	0
llava	28	1	17	16	0
llava	28	1	18	17	0
llava	28	1	19	18	1
llava	28	1	20	19	0
llava	29	1	1	0	0
llava	29	1	2	1	1
llava	29	1	3	2	0
llava	29	1	4	3	1
llava	29	1	5	4	1
llava	29	1	6	5	1
llava	29	1	7	6	1
llava	29	1	8	7	0
llava	29	1	9	8	0
llava	29	1	10	9	0
llava	30	1	1	0	1
llava	30	1	2	1	1
llava	30	1	3	2	1
llava	30	1	4	3	1
llava	30	1	5	4	1
llava	30	1	6	5	1
llava	30	1	7	6	1
llava	30	1	8	7	1
llava	30	1	9	8	0
llava	30	1	10	9	0
llava	30	1	11	10	0
llava	30	1	12	11	0
llava	30	1	13	12	1
llava	31	1	1	0	1
llava	31	1	2	1	1
llava	31	1	3	2	1
llava	31	1	4	3	1
llava	31	1	5	4	1
llava	31	1	6	5	1
llava	31	1	7	6	1
llava	31	1	8	7	1
llava	31	1	9	8	1
llava	31	1	10	9	1
llava	31	1	11	10	0
llava	31	1	12	11	1
llava	31	1	13	12	0
llava	31	1	14	13	0
llava	31	1	15	14	0
llava	31	1	16	15	0
llava	31	1	17	16	0
llava	32	1	1	0	1
llava	32	1	2	1	1
llava	32	1	3	2	1
llava	32	1	4	3	1
llava	32	1	5	4	0
llava	32	1	6	5	1
llava	32	1	7	6	1
llava	32	1	8	7	1
llava	32	1	9	8	1
llava	32	1	10	9	1
llava	32	1	11	10	1
llava	32	1	12	11	1
llava	32	1	13	12	1
llava	32	1	14	13	1
llava	32	1	15	14	0
llava	32	1	16	15	1
llava	32	1	17	16	1
llava	32	1	18	17	1
llava	32	1	19	18	0
llava	32	1	20	19	0
llava	33	1	1	0	0
llava	33	1	2	1	1
llava	33	1	3	2	1
llava	33	1	4	3	1
llava	33	1	5	4	1
llava	33	1	6	5	1
llava	33	1	7	6	0
llava	33	1	8	7	1
llava	33	1	9	8	1
llava	33	1	10	9	0
llava	33	1	11	10	0
llava	33	1	12	11	0
llava	33	1	13	12	0
llava	33	1	14	13	1
llava	33	1	15	14	0
llava	33	1	16	15	0
llava	33	1	17	16	0
llava	33	1	18	17	1
llava	33	1	19	18	1
llava	33	1	20	19	0
llava	34	1	1	0	0
llava	34	1	2	1	0
llava	34	1	3	2	0
llava	34	1	4	3	0
llava	34	1	5	4	0
llava	34	1	6	5	1
llava	34	1	7	6	1
llava	34	1	8	7	1
llava	34	1	9	8	1
llava	34	1	10	9	0
llava	35	1	1	0	1
llava	35	1	2	1	1
llava	35	1	3	2	1
llava	35	1	4	3	1
llava	35	1	5	4	0
llava	35	1	6	5	0
llava	35	1	7	6	0
llava	35	1	8	7	0
llava	35	1	9	8	1
llava	35	1	10	9	1
llava	35	1	11	10	0
llava	35	1	12	11	0
llava	35	1	13	12	0
llava	35	1	14	13	1
llava	35	1	15	14	0
llava	36	1	1	0	0
llava	36	1	2	1	0
llava	36	1	3	2	0
llava	36	1	4	3	1
llava	36	1	5	4	1
llava	36	1	6	5	0
llava	36	1	7	6	1
llava	36	1	8	7	0
llava	36	1	9	8	1
llava	36	1	10	9	1
llava	37	1	1	0	1
llava	37	1	2	1	1
llava	37	1	3	2	1
llava	37	1	4	3	1
llava	37	1	5	4	1
llava	37	1	6	5	1
llava	37	1	7	6	1
llava	37	1	8	7	1
llava	37	1	9	8	1
llava	37	1	10	9	1
llava	37	1	11	10	1
llava	37	1	12	11	1
llava	37	1	13	12	1
llava	37	1	14	13	0
llava	37	1	15	14	1
llava	37	1	16	15	1
llava	37	1	17	16	1
llava	37	1	18	17	1
llava	37	1	19	18	0
llava	37	1	20	19	0
llava	38	1	1	0	0
llava	38	1	2	1	0
llava	38	1	3	2	1
llava	38	1	4	3	0
llava	38	1	5	4	1
llava	38	1	6	5	1
llava	38	1	7	6	0
llava	38	1	8	7	1
llava	38	1	9	8	0
llava	38	1	10	9	1
llava	39	1	1	0	1
llava	39	1	2	1	0
llava	39	1	3	2	0
llava	39	1	4	3	0
llava	39	1	5	4	1
llava	39	1	6	5	1
llava	39	1	7	6	1
llava	39	1	8	7	1
llava	39	1	9	8	0
llava	39	1	10	9	1
llava	39	1	11	10	1
llava	39	1	12	11	1
llava	39	1	13	12	0
llava	39	1	14	13	1
llava	39	1	15	14	1
llava	39	1	16	15	0
llava	39	1	17	16	1
llava	39	1	18	17	1
llava	39	1	19	18	0
llava	39	1	20	19	0
llava	40	1	1	0	1
llava	40	1	2	1	0
llava	40	1	3	2	1
llava	40	1	4	3	1
llava	40	1	5	4	0
llava	40	1	6	5	0
llava	40	1	7	6	0
llava	40	1	8	7	1
llava	40	1	9	8	1
llava	40	1	10	9	0
llava	40	1	11	10	0
llava	40	1	12	11	1
llava	40	1	13	12	1
llava	40	1	14	13	1
llava	40	1	15	14	0
llava	40	1	16	15	0
llava	40	1	17	16	1
llava	40	1	18	17	0
llava	40	1	19	18	0
llava	40	1	20	19	0
llava	41	1	1	0	1
llava	41	1	2	1	1
llava	41	1	3	2	1
llava	41	1	4	3	0
llava	41	1	5	4	0
llava	41	1	6	5	1
llava	41	1	7	6	0
llava	41	1	8	7	0
llava	41	1	9	8	1
llava	41	1	10	9	0
llava	41	1	11	10	1
llava	41	1	12	11	0
llava	41	1	13	12	0
llava	41	1	14	13	1
llava	41	1	15	14	0
llava	41	1	16	15	1
llava	42	1	1	0	0
llava	42	1	2	1	0
llava	42	1	3	2	1
llava	42	1	4	3	1
llava	42	1	5	4	0
llava	42	1	6	5	1
llava	42	1	7	6	0
llava	42	1	8	7	0
llava	42	1	9	8	0
llava	42	1	10	9	1
llava	42	1	11	10	0
llava	42	1	12	11	0
llava	42	1	13	12	0
llava	42	1	14	13	0
llava	42	1	15	14	0
llava	42	1	16	15	0
llava	42	1	17	16	1
llava	42	1	18	17	1
llava	42	1	19	18	0
llava	43	1	1	0	1
llava	43	1	2	1	1
llava	43	1	3	2	0
llava	43	1	4	3	0
llava	43	1	5	4	0
llava	43	1	6	5	1
llava	43	1	7	6	0
llava	43	1	8	7	1
llava	43	1	9	8	0
llava	43	1	10	9	1
llava	43	1	11	10	0
llava	43	1	12	11	0
llava	43	1	13	12	0
llava	43	1	14	13	0
llava	43	1	15	14	0
llava	43	1	16	15	0
llava	44	1	1	0	0
llava	44	1	2	1	1
llava	44	1	3	2	0
llava	44	1	4	3	0
llava	44	1	5	4	1
llava	44	1	6	5	1
llava	44	1	7	6	1
llava	44	1	8	7	0
llava	44	1	9	8	0
llava	44	1	10	9	1
llava	45	1	1	0	1
llava	45	1	2	1	1
llava	45	1	3	2	1
llava	45	1	4	3	1
llava	45	1	5	4	1
llava	45	1	6	5	1
llava	45	1	7	6	1
llava	45	1	8	7	1
llava	45	1	9	8	0
llava	45	1	10	9	1
llava	45	1	11	10	0
llava	45	1	12	11	1
llava	45	1	13	12	0
llava	46	1	1	0	0
llava	46	1	2	1	0
llava	46	1	3	2	0
llava	46	1	4	3	1
llava	46	1	5	4	1
llava	47	1	1	0	0
llava	47	1	2	1	1
llava	47	1	3	2	0
llava	47	1	4	3	1
llava	47	1	5	4	1
llava	47	1	6	5	0
llava	47	1	7	6	1
llava	47	1	8	7	1
llava	47	1	9	8	1
llava	47	1	10	9	0
llava	48	1	1	0	1
llava	48	1	2	1	1
llava	48	1	3	2	1
llava	48	1	4	3	1
llava	48	1	5	4	1
llava	48	1	6	5	1
llava	48	1	7	6	0
llava	48	1	8	7	1
llava	48	1	9	8	1
llava	48	1	10	9	1
llava	48	1	11	10	0
llava	48	1	12	11	1
llava	48	1	13	12	0
llava	48	1	14	13	0
llava	48	1	15	14	0
llava	48	1	16	15	0
llava	48	1	17	16	1
llava	48	1	18	17	0
llava	48	1	19	18	1
llava	49	1	1	0	0
llava	49	1	2	1	1
llava	49	1	3	2	1
llava	49	1	4	3	1
llava	49	1	5	4	1
llava	49	1	6	5	0
llava	49	1	7	6	1
llava	49	1	8	7	0
llava	49	1	9	8	1
llava	49	1	10	9	1
llava	49	1	11	10	1
llava	49	1	12	11	1
llava	49	1	13	12	1
llava	49	1	14	13	1
llava	49	1	15	14	0
llava	49	1	16	15	0
llava	49	1	17	16	1
llava	49	1	18	17	1
llava	49	1	19	18	1
llava	49	1	20	19	0
llava	50	1	1	0	0
llava	50	1	2	1	0
llava	50	1	3	2	1
llava	50	1	4	3	1
llava	50	1	5	4	1
llava	50	1	6	5	1
llava	50	1	7	6	1
llava	50	1	8	7	0
llava	50	1	9	8	1
llava	50	1	10	9	1
llava	51	1	1	0	1
llava	51	1	2	1	0
llava	51	1	3	2	1
llava	51	1	4	3	1
llava	51	1	5	4	0
llava	51	1	6	5	1
llava	51	1	7	6	0
llava	51	1	8	7	0
llava	51	1	9	8	0
llava	51	1	10	9	0
llava	51	1	11	10	0
llava	51	1	12	11	0
llava	51	1	13	12	1
llava	51	1	14	13	1
llava	51	1	15	14	0
llava	51	1	16	15	0
llava	52	1	1	0	1
llava	52	1	2	1	0
llava	52	1	3	2	0
llava	52	1	4	3	1
llava	52	1	5	4	0
llava	52	1	6	5	1
llava	52	1	7	6	0
llava	52	1	8	7	1
llava	52	1	9	8	1
llava	52	1	10	9	1
llava	52	1	11	10	0
llava	52	1	12	11	0
llava	52	1	13	12	0
llava	52	1	14	13	0
llava	53	1	1	0	0
llava	53	1	2	1	0
llava	53	1	3	2	0
llava	53	1	4	3	1
llava	53	1	5	4	1
llava	53	1	6	5	1
llava	53	1	7	6	1
llava	53	1	8	7	0
llava	53	1	9	8	1
llava	53	1	10	9	1
llava	54	1	1	0	1
llava	54	1	2	1	1
llava	54	1	3	2	1
llava	54	1	4	3	1
llava	54	1	5	4	1
llava	54	1	6	5	1
llava	54	1	7	6	0
llava	54	1	8	7	0
llava	54	1	9	8	0
llava	54	1	10	9	0
llava	54	1	11	10	1
llava	54	1	12	11	0
llava	54	1	13	12	1
llava	54	1	14	13	0
llava	54	1	15	14	0
llava	55	1	1	0	1
llava	55	1	2	1	1
llava	55	1	3	2	1
llava	55	1	4	3	1
llava	55	1	5	4	1
llava	55	1	6	5	0
llava	55	1	7	6	1
llava	55	1	8	7	1
llava	55	1	9	8	1
llava	55	1	10	9	0
llava	55	1	11	10	0
llava	55	1	12	11	0
llava	55	1	13	12	1
llava	55	1	14	13	1
llava	55	1	15	14	0
llava	55	1	16	15	1
llava	55	1	17	16	1
llava	55	1	18	17	1
llava	56	1	1	0	1
llava	56	1	2	1	1
llava	56	1	3	2	1
llava	56	1	4	3	1
llava	56	1	5	4	1
llava	56	1	6	5	1
llava	56	1	7	6	0
llava	56	1	8	7	1
llava	56	1	9	8	1
llava	56	1	10	9	0
llava	56	1	11	10	1
llava	56	1	12	11	1
llava	56	1	13	12	1
llava	56	1	14	13	1
llava	56	1	15	14	1
llava	56	1	16	15	0
llava	56	1	17	16	0
llava	56	1	18	17	1
llava	56	1	19	18	1
llava	56	1	20	19	0
llava	57	1	1	0	1
llava	57	1	2	1	1
llava	57	1	3	2	0
llava	57	1	4	3	1
llava	57	1	5	4	1
llava	57	1	6	5	1
llava	57	1	7	6	1
llava	57	1	8	7	0
llava	57	1	9	8	1
llava	57	1	10	9	1
llava	57	1	11	10	1
llava	57	1	12	11	1
llava	58	1	1	0	1
llava	58	1	2	1	1
llava	58	1	3	2	1
llava	58	1	4	3	1
llava	58	1	5	4	1
llava	58	1	6	5	1
llava	58	1	7	6	0
llava	58	1	8	7	1
llava	58	1	9	8	1
llava	58	1	10	9	1
llava	58	1	11	10	1
llava	58	1	12	11	1
llava	58	1	13	12	0
llava	58	1	14	13	0
llava	58	1	15	14	0
llava	58	1	16	15	0
llava	58	1	17	16	1
llava	58	1	18	17	1
llava	58	1	19	18	1
llava	58	1	20	19	1
llava	59	1	1	0	1
llava	59	1	2	1	1
llava	59	1	3	2	1
llava	59	1	4	3	1
llava	59	1	5	4	1
llava	59	1	6	5	1
llava	59	1	7	6	0
llava	59	1	8	7	0
llava	59	1	9	8	1
llava	59	1	10	9	1
llava	59	1	11	10	1
llava	59	1	12	11	1
llava	59	1	13	12	1
llava	59	1	14	13	0
llava	59	1	15	14	1
llava	59	1	16	15	0
llava	60	1	1	0	1
llava	60	1	2	1	1
llava	60	1	3	2	1
llava	60	1	4	3	1
llava	60	1	5	4	1
llava	60	1	6	5	1
llava	60	1	7	6	0
llava	60	1	8	7	1
llava	60	1	9	8	1
llava	60	1	10	9	1
llava	60	1	11	10	1
llava	60	1	12	11	1
llava	60	1	13	12	0
llava	60	1	14	13	1
llava	60	1	15	14	1
llava	60	1	16	15	1
llava	61	1	1	0	0
llava	61	1	2	1	1
llava	61	1	3	2	0
llava	61	1	4	3	1
llava	61	1	5	4	1
llava	61	1	6	5	0
llava	61	1	7	6	1
llava	61	1	8	7	0
llava	61	1	9	8	1
llava	61	1	10	9	0
llava	61	1	11	10	0
llava	61	1	12	11	1
llava	61	1	13	12	0
llava	61	1	14	13	1
llava	61	1	15	14	0
llava	61	1	16	15	1
llava	62	1	1	0	1
llava	62	1	2	1	1
llava	62	1	3	2	0
llava	62	1	4	3	1
llava	62	1	5	4	1
llava	62	1	6	5	1
llava	62	1	7	6	1
llava	62	1	8	7	1
llava	63	1	1	0	1
llava	63	1	2	1	1
llava	63	1	3	2	1
llava	63	1	4	3	1
llava	63	1	5	4	1
llava	63	1	6	5	1
llava	63	1	7	6	1
llava	63	1	8	7	1
llava	63	1	9	8	0
llava	63	1	10	9	0
llava	63	1	11	10	1
llava	63	1	12	11	1
llava	63	1	13	12	0
llava	63	1	14	13	1
llava	63	1	15	14	0
llava	63	1	16	15	0
llava	64	1	1	0	1
llava	64	1	2	1	0
llava	64	1	3	2	0
llava	64	1	4	3	1
llava	64	1	5	4	1
llava	64	1	6	5	1
llava	64	1	7	6	1
llava	65	1	1	0	1
llava	65	1	2	1	1
llava	65	1	3	2	0
llava	65	1	4	3	1
llava	65	1	5	4	1
llava	65	1	6	5	1
llava	65	1	7	6	0
llava	66	1	1	0	0
llava	66	1	2	1	1
llava	66	1	3	2	0
llava	66	1	4	3	0
llava	66	1	5	4	0
llava	66	1	6	5	1
llava	66	1	7	6	1
llava	66	1	8	7	1
llava	66	1	9	8	1
llava	66	1	10	9	1
llava	67	1	1	0	1
llava	67	1	2	1	0
llava	67	1	3	2	1
llava	67	1	4	3	1
llava	67	1	5	4	1
llava	67	1	6	5	0
llava	67	1	7	6	0
llava	67	1	8	7	1
llava	67	1	9	8	1
llava	67	1	10	9	1
llava	67	1	11	10	0
llava	67	1	12	11	0
llava	67	1	13	12	1
llava	67	1	14	13	1
llava	67	1	15	14	1
llava	68	1	1	0	1
llava	68	1	2	1	1
llava	68	1	3	2	1
llava	68	1	4	3	1
llava	68	1	5	4	1
llava	68	1	6	5	1
llava	68	1	7	6	0
llava	68	1	8	7	1
llava	68	1	9	8	1
llava	68	1	10	9	1
llava	68	1	11	10	0
llava	68	1	12	11	0
llava	68	1	13	12	0
llava	68	1	14	13	0
llava	68	1	15	14	0
llava	69	1	1	0	1
llava	69	1	2	1	1
llava	69	1	3	2	1
llava	69	1	4	3	1
llava	69	1	5	4	1
llava	69	1	6	5	0
llava	69	1	7	6	0
llava	69	1	8	7	1
llava	70	1	1	0	0
llava	70	1	2	1	1
llava	70	1	3	2	1
llava	70	1	4	3	0
llava	70	1	5	4	1
llava	70	1	6	5	1
llava	70	1	7	6	0
llava	70	1	8	7	0
llava	70	1	9	8	1
llava	70	1	10	9	0
llava	70	1	11	10	0
llava	70	1	12	11	0
llava	70	1	13	12	1
llava	70	1	14	13	0
llava	71	1	1	0	0
llava	71	1	2	1	1
llava	71	1	3	2	1
llava	71	1	4	3	1
llava	71	1	5	4	1
llava	71	1	6	5	1
llava	71	1	7	6	1
llava	71	1	8	7	0
llava	71	1	9	8	1
llava	71	1	10	9	0
llava	71	1	11	10	1
llava	71	1	12	11	0
llava	71	1	13	12	1
llava	71	1	14	13	0
llava	71	1	15	14	1
llava	72	1	1	0	1
llava	72	1	2	1	1
llava	72	1	3	2	1
llava	72	1	4	3	1
llava	72	1	5	4	1
llava	72	1	6	5	1
llava	72	1	7	6	1
llava	72	1	8	7	1
llava	72	1	9	8	0
llava	72	1	10	9	1
llava	72	1	11	10	0
llava	72	1	12	11	0
llava	72	1	13	12	0
llava	72	1	14	13	1
llava	72	1	15	14	1
llava	72	1	16	15	0
llava	73	1	1	0	0
llava	73	1	2	1	0
llava	73	1	3	2	0
llava	73	1	4	3	0
llava	73	1	5	4	1
llava	73	1	6	5	1
llava	73	1	7	6	1
llava	74	1	1	0	1
llava	74	1	2	1	1
llava	74	1	3	2	1
llava	74	1	4	3	0
llava	74	1	5	4	1
llava	74	1	6	5	1
llava	74	1	7	6	1
llava	74	1	8	7	1
llava	74	1	9	8	1
llava	74	1	10	9	1
llava	74	1	11	10	0
llava	74	1	12	11	1
llava	74	1	13	12	1
llava	74	1	14	13	1
llava	74	1	15	14	0
llava	74	1	16	15	0
llava	74	1	17	16	0
llava	74	1	18	17	1
llava	74	1	19	18	1
llava	74	1	20	19	0
llava	75	1	1	0	1
llava	75	1	2	1	1
llava	75	1	3	2	1
llava	75	1	4	3	1
llava	75	1	5	4	1
llava	75	1	6	5	1
llava	75	1	7	6	0
llava	75	1	8	7	1
llava	75	1	9	8	0
llava	75	1	10	9	1
llava	75	1	11	10	0
llava	75	1	12	11	1
llava	75	1	13	12	1
llava	75	1	14	13	0
llava	75	1	15	14	1
llava	76	1	1	0	1
llava	76	1	2	1	0
llava	76	1	3	2	0
llava	76	1	4	3	1
llava	76	1	5	4	1
llava	76	1	6	5	0
llava	76	1	7	6	1
llava	76	1	8	7	1
llava	76	1	9	8	1
llava	76	1	10	9	1
llava	76	1	11	10	1
llava	76	1	12	11	0
llava	76	1	13	12	0
llava	76	1	14	13	1
llava	76	1	15	14	0
llava	76	1	16	15	1
llava	76	1	17	16	0
llava	76	1	18	17	0
llava	76	1	19	18	0
llava	76	1	20	19	0
llava	77	1	1	0	1
llava	77	1	2	1	1
llava	77	1	3	2	1
llava	77	1	4	3	1
llava	77	1	5	4	1
llava	77	1	6	5	1
llava	77	1	7	6	0
llava	77	1	8	7	1
llava	77	1	9	8	0
llava	77	1	10	9	1
llava	77	1	11	10	1
llava	77	1	12	11	0
llava	77	1	13	12	1
llava	77	1	14	13	1
llava	77	1	15	14	1
llava	77	1	16	15	1
llava	78	1	1	0	1
llava	78	1	2	1	1
llava	78	1	3	2	1
llava	78	1	4	3	0
llava	78	1	5	4	0
llava	78	1	6	5	1
llava	78	1	7	6	0
llava	78	1	8	7	1
llava	78	1	9	8	0
llava	78	1	10	9	1
llava	78	1	11	10	1
llava	78	1	12	11	1
llava	78	1	13	12	0
llava	78	1	14	13	1
llava	78	1	15	14	0
llava	78	1	16	15	0
llava	78	1	17	16	1
llava	78	1	18	17	1
llava	78	1	19	18	0
llava	78	1	20	19	0
llava	79	1	1	0	1
llava	79	1	2	1	0
llava	79	1	3	2	1
llava	79	1	4	3	1
llava	79	1	5	4	1
llava	79	1	6	5	1
llava	79	1	7	6	1
llava	79	1	8	7	1
llava	79	1	9	8	1
llava	79	1	10	9	1
llava	79	1	11	10	1
llava	79	1	12	11	0
llava	79	1	13	12	1
llava	79	1	14	13	0
llava	79	1	15	14	0
llava	79	1	16	15	0
llava	79	1	17	16	0
llava	79	1	18	17	1
llava	79	1	19	18	0
llava	79	1	20	19	0
llava	80	1	1	0	0
llava	80	1	2	1	1
llava	80	1	3	2	0
llava	80	1	4	3	0
llava	80	1	5	4	1
llava	80	1	6	5	1
llava	80	1	7	6	0
llava	81	1	1	0	1
llava	81	1	2	1	1
llava	81	1	3	2	1
llava	81	1	4	3	1
llava	81	1	5	4	0
llava	81	1	6	5	1
llava	81	1	7	6	1
llava	81	1	8	7	1
llava	81	1	9	8	1
llava	81	1	10	9	1
llava	81	1	11	10	1
llava	81	1	12	11	1
llava	81	1	13	12	1
llava	81	1	14	13	0
llava	81	1	15	14	1
llava	81	1	16	15	0
llava	81	1	17	16	1
llava	81	1	18	17	1
llava	81	1	19	18	1
llava	81	1	20	19	1
llava	82	1	1	0	1
llava	82	1	2	1	0
llava	82	1	3	2	0
llava	82	1	4	3	0
llava	82	1	5	4	0
llava	82	1	6	5	1
llava	82	1	7	6	1
llava	82	1	8	7	0
llava	83	1	1	0	0
llava	83	1	2	1	1
llava	83	1	3	2	1
llava	83	1	4	3	0
llava	83	1	5	4	0
llava	83	1	6	5	0
llava	83	1	7	6	1
llava	84	1	1	0	0
llava	84	1	2	1	0
llava	84	1	3	2	1
llava	84	1	4	3	1
llava	84	1	5	4	1
llava	84	1	6	5	0
llava	84	1	7	6	0
llava	84	1	8	7	0
llava	84	1	9	8	1
llava	84	1	10	9	1
llava	85	1	1	0	1
llava	85	1	2	1	0
llava	85	1	3	2	0
llava	85	1	4	3	1
llava	85	1	5	4	1
llava	85	1	6	5	1
llava	85	1	7	6	0
llava	85	1	8	7	1
llava	85	1	9	8	1
llava	85	1	10	9	1
llava	85	1	11	10	0
llava	85	1	12	11	0
llava	85	1	13	12	1
llava	85	1	14	13	1
llava	85	1	15	14	1
llava	85	1	16	15	0
llava	85	1	17	16	0
llava	85	1	18	17	1
llava	86	1	1	0	1
llava	86	1	2	1	1
llava	86	1	3	2	1
llava	86	1	4	3	0
llava	86	1	5	4	1
llava	86	1	6	5	1
llava	86	1	7	6	1
llava	86	1	8	7	0
llava	86	1	9	8	1
llava	86	1	10	9	0
llava	86	1	11	10	0
llava	86	1	12	11	0
llava	86	1	13	12	0
llava	86	1	14	13	1
llava	86	1	15	14	0
llava	86	1	16	15	0
llava	86	1	17	16	1
llava	87	1	1	0	1
llava	87	1	2	1	0
llava	87	1	3	2	0
llava	87	1	4	3	0
llava	87	1	5	4	0
llava	87	1	6	5	0
llava	88	1	1	0	1
llava	88	1	2	1	1
llava	88	1	3	2	1
llava	88	1	4	3	1
llava	88	1	5	4	1
llava	88	1	6	5	1
llava	88	1	7	6	1
llava	88	1	8	7	1
llava	88	1	9	8	1
llava	88	1	10	9	1
llava	88	1	11	10	1
llava	88	1	12	11	1
llava	88	1	13	12	0
llava	88	1	14	13	1
llava	88	1	15	14	0
llava	88	1	16	15	0
llava	88	1	17	16	0
llava	88	1	18	17	1
llava	88	1	19	18	0
llava	88	1	20	19	0
llava	89	1	1	0	0
llava	89	1	2	1	0
llava	89	1	3	2	0
llava	89	1	4	3	0
llava	89	1	5	4	0
llava	89	1	6	5	1
llava	89	1	7	6	0
llava	89	1	8	7	0
llava	90	1	1	0	0
llava	90	1	2	1	1
llava	90	1	3	2	1
llava	90	1	4	3	1
llava	90	1	5	4	1
llava	90	1	6	5	1
llava	90	1	7	6	0
llava	90	1	8	7	0
llava	90	1	9	8	1
llava	90	1	10	9	1
llava	90	1	11	10	1
llava	90	1	12	11	1
llava	90	1	13	12	0
llava	90	1	14	13	1
llava	90	1	15	14	0
llava	90	1	16	15	1
llava	90	1	17	16	1
llava	90	1	18	17	1
llava	90	1	19	18	0
llava	90	1	20	19	1
llava	91	1	1	0	1
llava	91	1	2	1	1
llava	91	1	3	2	1
llava	91	1	4	3	1
llava	91	1	5	4	1
llava	91	1	6	5	1
llava	91	1	7	6	1
llava	91	1	8	7	1
llava	91	1	9	8	1
llava	91	1	10	9	1
llava	91	1	11	10	1
llava	91	1	12	11	1
llava	91	1	13	12	0
llava	91	1	14	13	0
llava	91	1	15	14	0
llava	91	1	16	15	0
llava	91	1	17	16	0
llava	91	1	18	17	0
llava	91	1	19	18	1
llava	92	1	1	0	0
llava	92	1	2	1	1
llava	92	1	3	2	0
llava	92	1	4	3	1
llava	92	1	5	4	1
llava	92	1	6	5	1
llava	92	1	7	6	0
llava	92	1	8	7	1
llava	92	1	9	8	1
llava	92	1	10	9	1
llava	92	1	11	10	1
llava	92	1	12	11	1
llava	92	1	13	12	1
llava	92	1	14	13	1
llava	92	1	15	14	1
llava	92	1	16	15	1
llava	93	1	1	0	1
llava	93	1	2	1	1
llava	93	1	3	2	1
llava	93	1	4	3	1
llava	93	1	5	4	1
llava	93	1	6	5	1
llava	93	1	7	6	1
llava	93	1	8	7	1
llava	93	1	9	8	1
llava	93	1	10	9	1
llava	93	1	11	10	0
llava	93	1	12	11	1
llava	93	1	13	12	1
llava	93	1	14	13	1
llava	93	1	15	14	0
llava	93	1	16	15	1
llava	93	1	17	16	1
llava	93	1	18	17	1
llava	93	1	19	18	1
llava	94	1	1	0	1
llava	94	1	2	1	0
llava	94	1	3	2	1
llava	94	1	4	3	1
llava	94	1	5	4	1
llava	94	1	6	5	0
llava	94	1	7	6	1
llava	94	1	8	7	0
llava	94	1	9	8	1
llava	94	1	10	9	0
llava	94	1	11	10	1
llava	94	1	12	11	1
llava	94	1	13	12	0
llava	94	1	14	13	0
llava	94	1	15	14	1
llava	95	1	1	0	1
llava	95	1	2	1	0
llava	95	1	3	2	1
llava	95	1	4	3	1
llava	95	1	5	4	1
llava	95	1	6	5	1
llava	95	1	7	6	1
llava	95	1	8	7	1
llava	95	1	9	8	0
llava	95	1	10	9	1
llava	95	1	11	10	1
llava	95	1	12	11	1
llava	95	1	13	12	1
llava	95	1	14	13	1
llava	95	1	15	14	1
llava	96	1	1	0	0
llava	96	1	2	1	0
llava	96	1	3	2	1
llava	96	1	4	3	0
llava	96	1	5	4	0
llava	96	1	6	5	1
llava	96	1	7	6	0
llava	96	1	8	7	1
llava	96	1	9	8	0
llava	96	1	10	9	0
llava	96	1	11	10	1
llava	96	1	12	11	1
llava	96	1	13	12	0
llava	96	1	14	13	1
llava	96	1	15	14	0
llava	96	1	16	15	1
llava	97	1	1	0	1
llava	97	1	2	1	1
llava	97	1	3	2	0
llava	97	1	4	3	1
llava	97	1	5	4	1
llava	97	1	6	5	1
llava	97	1	7	6	1
llava	97	1	8	7	1
llava	97	1	9	8	1
llava	97	1	10	9	1
llava	97	1	11	10	1
llava	97	1	12	11	1
llava	97	1	13	12	1
llava	97	1	14	13	0
llava	97	1	15	14	0
llava	97	1	16	15	0
llava	98	1	1	0	1
llava	98	1	2	1	1
llava	98	1	3	2	0
llava	98	1	4	3	1
llava	98	1	5	4	1
llava	98	1	6	5	0
llava	98	1	7	6	0
llava	98	1	8	7	0
llava	98	1	9	8	1
llava	98	1	10	9	1
llava	98	1	11	10	1
llava	98	1	12	11	1
llava	98	1	13	12	0
llava	98	1	14	13	0
llava	98	1	15	14	1
llava	99	1	1	0	1
llava	99	1	2	1	1
llava	99	1	3	2	1
llava	99	1	4	3	1
llava	99	1	5	4	1
llava	99	1	6	5	1
llava	99	1	7	6	1
llava	99	1	8	7	1
llava	99	1	9	8	1
llava	99	1	10	9	0
llava	99	1	11	10	1
